id,area_id,google_places_id,google_places_name,name,address,phone_number,url,google_maps_url,mon_opening_hours,tue_opening_hours,wed_opening_hours,thu_opening_hours,fri_opening_hours,sat_opening_hours,sun_opening_hours,latitude,longitude
51,12,ChIJkch2o_SABGAREXyYy_bXH3o,places/ChIJkch2o_SABGAREXyYy_bXH3o,カラオケBanBan 常滑店,愛知県常滑市金山大曽３６−１,050-3134-0815,https://karaoke-shin.jp/shop-list/458.html,https://maps.google.com/?cid=8799989651882933265,月曜日: 10時00分～2時00分,火曜日: 10時00分～2時00分,水曜日: 10時00分～2時00分,木曜日: 10時00分～2時00分,金曜日: 10時00分～5時00分,土曜日: 10時00分～5時00分,日曜日: 10時00分～2時00分,34.927125,136.845676
52,12,ChIJX5ifxLyFBGARXHyYj5iTpeM,places/ChIJX5ifxLyFBGARXHyYj5iTpeM,カラオケBanBan 武豊店,愛知県知多郡武豊町平井２丁目８０,050-3134-0910,https://karaoke-shin.jp/shop-list/685.html,https://maps.google.com/?cid=16403679501220346972,月曜日: 10時00分～5時00分,火曜日: 10時00分～5時00分,水曜日: 10時00分～5時00分,木曜日: 10時00分～5時00分,金曜日: 10時00分～5時00分,土曜日: 10時00分～5時00分,日曜日: 10時00分～5時00分,34.863466,136.911277
53,1,ChIJJdJ-EE53A2ARY4h75XkMG20,places/ChIJJdJ-EE53A2ARY4h75XkMG20,カラオケ ビッグエコー 名古屋伏見本店,愛知県名古屋市中区栄１丁目４−５ CForestIXビル 2F,052-684-4553,https://big-echo.jp/shop_info/%E5%90%8D%E5%8F%A4%E5%B1%8B%E4%BC%8F%E8%A6%8B%E6%9C%AC%E5%BA%97,https://maps.google.com/?cid=7861891292185987171,月曜日: 12時00分～5時00分,火曜日: 12時00分～5時00分,水曜日: 12時00分～5時00分,木曜日: 12時00分～5時00分,金曜日: 12時00分～5時00分,土曜日: 12時00分～5時00分,日曜日: 12時00分～5時00分,35.167831,136.895575
54,1,ChIJz3wNlyl3A2ARvinXcGHPDvo,places/ChIJz3wNlyl3A2ARvinXcGHPDvo,カラオケ ビッグエコー 名古屋伏見店,愛知県名古屋市中区栄１丁目５−５ 広小路伏見ビル 2F,052-218-8455,https://big-echo.jp/shop_info/%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E5%90%8D%E5%8F%A4%E5%B1%8B%E4%BC%8F%E8%A6%8B%E5%BA%97,https://maps.google.com/?cid=18018567176567859646,月曜日: 18時00分～5時00分,火曜日: 18時00分～5時00分,水曜日: 18時00分～5時00分,木曜日: 18時00分～5時00分,金曜日: 18時00分～5時00分,土曜日: 14時00分～5時00分,日曜日: 14時00分～23時00分,35.167901,136.896964
55,1,ChIJd0Q5XtBwA2ARwa5rX4UQK-k,places/ChIJd0Q5XtBwA2ARwa5rX4UQK-k,カラオケ ビッグエコー 広小路店,愛知県名古屋市中区栄４丁目２−５,052-261-5575,https://big-echo.jp/shop_info/%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E5%BA%83%E5%B0%8F%E8%B7%AF%E5%BA%97,https://maps.google.com/?cid=16801540999853354689,月曜日: 11時00分～5時30分,火曜日: 11時00分～5時30分,水曜日: 11時00分～5時30分,木曜日: 11時00分～5時30分,金曜日: 11時00分～5時30分,土曜日: 11時00分～5時30分,日曜日: 11時00分～5時30分,35.169002,136.911216
56,1,ChIJIys6atRwA2ARvPjjOX6a-7A,places/ChIJIys6atRwA2ARvPjjOX6a-7A,カラオケ ビッグエコー 名古屋錦通り店,愛知県名古屋市中区錦３丁目１７−１８ ＤＫＮＮビル,052-959-3001,https://big-echo.jp/shop_info/%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E5%90%8D%E5%8F%A4%E5%B1%8B%E9%8C%A6%E9%80%9A%E3%82%8A%E5%BA%97,https://maps.google.com/?cid=12752956636757489852,月曜日: 9時00分～6時00分,火曜日: 9時00分～6時00分,水曜日: 9時00分～6時00分,木曜日: 9時00分～6時00分,金曜日: 9時00分～6時00分,土曜日: 9時00分～6時00分,日曜日: 9時00分～6時00分,35.170061,136.906261
57,2,ChIJJxTzKN12A2ARSBIYv9PA05c,places/ChIJJxTzKN12A2ARSBIYv9PA05c,カラオケ ビッグエコー 名駅3丁目店,愛知県名古屋市中村区名駅３丁目１６−１６ DK名古屋駅前ビル,052-569-2400,https://big-echo.jp/shop_info/%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E5%90%8D%E9%A7%853%E4%B8%81%E7%9B%AE%E5%BA%97,https://maps.google.com/?cid=10940299935489725000,月曜日: 9時00分～6時00分,火曜日: 9時00分～6時00分,水曜日: 9時00分～6時00分,木曜日: 9時00分～6時00分,金曜日: 9時00分～6時00分,土曜日: 9時00分～6時00分,日曜日: 9時00分～6時00分,35.172743,136.885287
58,2,ChIJx6OP7t52A2ARTdaQPQkZ-aw,places/ChIJx6OP7t52A2ARTdaQPQkZ-aw,カラオケ ビッグエコー 名駅笹島交差点前店,愛知県名古屋市中村区名駅４丁目２６−１２ 笹島ビル DK,052-589-1522,https://big-echo.jp/shop_info/%E3%82%AB%E3%83%A9%E3%82%AA%E3%82%B1-%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E5%90%8D%E9%A7%85%E7%AC%B9%E5%B3%B6%E4%BA%A4%E5%B7%AE%E7%82%B9%E5%89%8D%E5%BA%97,https://maps.google.com/?cid=12464020971202860621,月曜日: 11時00分～5時00分,火曜日: 11時00分～5時00分,水曜日: 11時00分～5時00分,木曜日: 11時00分～5時00分,金曜日: 11時00分～5時00分,土曜日: 10時00分～5時00分,日曜日: 10時00分～5時00分,35.168136,136.886667
59,2,ChIJFayjMtx2A2ARE1h1f0STA3Y,places/ChIJFayjMtx2A2ARE1h1f0STA3Y,カラオケ ビッグエコー 名駅4丁目2号店,愛知県名古屋市中村区名駅４丁目４−１８ 泰生ビル ７階,052-533-0530,https://big-echo.jp/shop_info/%E3%82%AB%E3%83%A9%E3%82%AA%E3%82%B1-%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E5%90%8D%E9%A7%85%EF%BC%94%E4%B8%81%E7%9B%AE%EF%BC%92%E5%8F%B7%E5%BA%97,https://maps.google.com/?cid=8503802443811084307,月曜日: 11時00分～0時00分,火曜日: 11時00分～0時00分,水曜日: 11時00分～0時00分,木曜日: 11時00分～0時00分,金曜日: 11時00分～5時00分,土曜日: 11時00分～5時00分,日曜日: 11時00分～0時00分,35.169833,136.885938
60,2,ChIJ2fk7U9x2A2AR7hwbjIR6-ds,places/ChIJ2fk7U9x2A2AR7hwbjIR6-ds,カラオケ ビッグエコー 名駅４丁目店,愛知県名古屋市中村区名駅４丁目５−１８ westビル コスモス,052-533-0050,https://big-echo.jp/shop_info/%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E5%90%8D%E9%A7%854%E4%B8%81%E7%9B%AE%E5%BA%97,https://maps.google.com/?cid=15850835073212030190,月曜日: 10時00分～5時00分,火曜日: 10時00分～5時00分,水曜日: 10時00分～5時00分,木曜日: 10時00分～5時00分,金曜日: 10時00分～6時00分,土曜日: 10時00分～6時00分,日曜日: 10時00分～5時00分,35.170952,136.885973
61,3,ChIJz-1NmpRzA2AR53rUrwf5f5I,places/ChIJz-1NmpRzA2AR53rUrwf5f5I,カラオケ ビッグエコー 名古屋楠インター店,愛知県名古屋市北区会所町７４−１,052-901-7730,https://big-echo.jp/shop_info/%E5%90%8D%E5%8F%A4%E5%B1%8B%E6%A5%A0%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97,https://maps.google.com/?cid=10556429862989757159,月曜日: 10時00分～3時00分,火曜日: 10時00分～3時00分,水曜日: 10時00分～3時00分,木曜日: 10時00分～3時00分,金曜日: 10時00分～5時00分,土曜日: 9時00分～5時00分,日曜日: 9時00分～3時00分,35.239858,136.90859
62,5,ChIJ_8t0CnBlA2AR3akWRmrPIF4,places/ChIJ_8t0CnBlA2AR3akWRmrPIF4,カラオケ ビッグエコー 名東店,愛知県名古屋市名東区上社２丁目２１５,052-775-1344,https://big-echo.jp/shop_info/%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E5%90%8D%E6%9D%B1%E5%BA%97/,https://maps.google.com/?cid=6782649094169340381,月曜日: 10時00分～5時00分,火曜日: 10時00分～5時00分,水曜日: 10時00分～5時00分,木曜日: 10時00分～5時00分,金曜日: 10時00分～5時00分,土曜日: 10時00分～5時00分,日曜日: 10時00分～5時00分,35.174597,137.010645
63,6,ChIJNeppXCh4A2ARLIzoo1XuSqI,places/ChIJNeppXCh4A2ARLIzoo1XuSqI,カラオケ ビックエコー 港入場店,愛知県名古屋市港区入場１丁目１２０２,052-364-7881,https://big-echo.jp/shop_info/%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E6%B8%AF%E5%85%A5%E5%A0%B4%E5%BA%97/,https://maps.google.com/?cid=11694421434010471468,月曜日: 11時00分～2時00分,火曜日: 11時00分～2時00分,水曜日: 11時00分～2時00分,木曜日: 11時00分～2時00分,金曜日: 11時00分～5時00分,土曜日: 10時00分～5時00分,日曜日: 10時00分～0時00分,35.113581,136.855789
64,7,ChIJF0NBtyyaA2ARRIw5i0cM4eU,places/ChIJF0NBtyyaA2ARRIw5i0cM4eU,カラオケ ビッグエコー 弥富店,愛知県弥富市五明町内川平外２１１６−１,0567-66-0277,https://big-echo.jp/shop_info/%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E5%BC%A5%E5%AF%8C%E5%BA%97,https://maps.google.com/?cid=16564534405863410756,月曜日: 10時00分～1時00分,火曜日: 10時00分～1時00分,水曜日: 10時00分～1時00分,木曜日: 10時00分～1時00分,金曜日: 10時00分～5時00分,土曜日: 10時00分～5時00分,日曜日: 10時00分～1時00分,35.11603,136.716295
65,8,ChIJkXx0PBpyA2ARxz4ysOZpZG0,places/ChIJkXx0PBpyA2ARxz4ysOZpZG0,カラオケ ビッグエコー 春日井店,愛知県春日井市鳥居松町２丁目５,0568-82-8022,https://big-echo.jp/shop_info/%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E6%98%A5%E6%97%A5%E4%BA%95%E5%BA%97,https://maps.google.com/?cid=7882541687324688071,月曜日: 10時00分～2時00分,火曜日: 10時00分～2時00分,水曜日: 10時00分～2時00分,木曜日: 10時00分～2時00分,金曜日: 10時00分～5時00分,土曜日: 9時00分～5時00分,日曜日: 9時00分～2時00分,35.243742,136.966738
66,8,ChIJRcNGmElzA2ARF4DjiQyIOtI,places/ChIJRcNGmElzA2ARF4DjiQyIOtI,カラオケ ビッグエコー 小牧店,愛知県小牧市常普請３丁目２００,0568-71-1115,https://big-echo.jp/shop_info/%E3%82%AB%E3%83%A9%E3%82%AA%E3%82%B1-%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E5%B0%8F%E7%89%A7%E5%BA%97,https://maps.google.com/?cid=15148569884048457751,月曜日: 10時00分～2時00分,火曜日: 10時00分～2時00分,水曜日: 10時00分～2時00分,木曜日: 10時00分～2時00分,金曜日: 10時00分～5時00分,土曜日: 10時00分～5時00分,日曜日: 10時00分～2時00分,35.282127,136.920327
67,8,ChIJAQBQkzgMA2ARUOhyEKCDL6s,places/ChIJAQBQkzgMA2ARUOhyEKCDL6s,カラオケ ビッグエコー 大口店,愛知県丹羽郡大口町上小口２丁目１５６−１ 名紳 2階,0587-81-4556,https://big-echo.jp/shop_info/%E3%82%AB%E3%83%A9%E3%82%AA%E3%82%B1-%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E5%A4%A7%E5%8F%A3%E5%BA%97,https://maps.google.com/?cid=12335222627885049936,月曜日: 10時00分～1時00分,火曜日: 10時00分～1時00分,水曜日: 10時00分～1時00分,木曜日: 10時00分～1時00分,金曜日: 10時00分～4時00分,土曜日: 10時00分～4時00分,日曜日: 10時00分～1時00分,35.346072,136.92871
68,8,ChIJnxyic_VyA2ARTroobXk8zUM,places/ChIJnxyic_VyA2ARTroobXk8zUM,カラオケ ビッグエコー 春日井坂下店,愛知県春日井市上野町２０７−１,0568-88-7611,https://big-echo.jp/shop_info/%E3%82%AB%E3%83%A9%E3%82%AA%E3%82%B1-%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC-%E6%98%A5%E6%97%A5%E4%BA%95%E5%9D%82%E4%B8%8B%E5%BA%97,https://maps.google.com/?cid=4885627662986951246,月曜日: 9時00分～1時00分,火曜日: 9時00分～1時00分,水曜日: 9時00分～1時00分,木曜日: 9時00分～1時00分,金曜日: 9時00分～5時00分,土曜日: 9時00分～5時00分,日曜日: 9時00分～1時00分,35.28387,137.021539
69,8,ChIJwaGh5cKhA2AR94yvs1GoIJc,places/ChIJwaGh5cKhA2AR94yvs1GoIJc,カラオケ ビッグエコー 一宮店,愛知県一宮市末広３丁目１２−３,0586-48-5311,https://big-echo.jp/shop_info/%E4%B8%80%E5%AE%AE%E5%BA%97,https://maps.google.com/?cid=10889888967842303223,月曜日: 9時00分～2時00分,火曜日: 9時00分～2時00分,水曜日: 9時00分～2時00分,木曜日: 9時00分～2時00分,金曜日: 9時00分～5時00分,土曜日: 9時00分～5時00分,日曜日: 9時00分～2時00分,35.296952,136.785741
70,10,ChIJJy_D50CgBGARMTqFWRaSags,places/ChIJJy_D50CgBGARMTqFWRaSags,カラオケ ビッグエコー 豊田店,愛知県豊田市元城町４丁目２６,0565-31-7511,https://big-echo.jp/shop_info/%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E8%B1%8A%E7%94%B0%E5%BA%97,https://maps.google.com/?cid=822630506637376049,月曜日: 9時00分～2時00分,火曜日: 9時00分～2時00分,水曜日: 9時00分～2時00分,木曜日: 9時00分～2時00分,金曜日: 9時00分～5時00分,土曜日: 9時00分～5時00分,日曜日: 9時00分～0時00分,35.082609,137.157577
71,11,ChIJ-x9o8B_SBGAR4fdDQpSNf3c,places/ChIJ-x9o8B_SBGAR4fdDQpSNf3c,カラオケ ビッグエコー 豊橋藤沢店,愛知県豊橋市藤沢町 83_ 2階,0532-38-9355,https://big-echo.jp/shop_info/%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E8%B1%8A%E6%A9%8B%E8%97%A4%E6%B2%A2%E5%BA%97,https://maps.google.com/?cid=8610756680462104545,月曜日: 10時00分～1時00分,火曜日: 10時00分～1時00分,水曜日: 10時00分～1時00分,木曜日: 10時00分～1時00分,金曜日: 10時00分～5時00分,土曜日: 10時00分～5時00分,日曜日: 10時00分～1時00分,34.745247,137.371338
72,12,ChIJGzz2CliDBGARjD8AT7mZ8Dc,places/ChIJGzz2CliDBGARjD8AT7mZ8Dc,カラオケ ビッグエコー 東浦駅前店,愛知県知多郡東浦町藤江大坪５８−１,0562-82-2855,https://big-echo.jp/shop_info/%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E6%9D%B1%E6%B5%A6%E9%A7%85%E5%89%8D%E5%BA%97/,https://maps.google.com/?cid=4030890687670009740,月曜日: 10時00分～2時00分,火曜日: 10時00分～2時00分,水曜日: 10時00分～2時00分,木曜日: 10時00分～2時00分,金曜日: 10時00分～5時00分,土曜日: 10時00分～5時00分,日曜日: 10時00分～0時00分,34.949939,136.969736
73,12,ChIJ5xETqkmEBGARmudu6ZRY6oQ,places/ChIJ5xETqkmEBGARmudu6ZRY6oQ,カラオケ ビッグエコー 半田店,愛知県半田市出口町１丁目１５１,0569-26-2771,https://big-echo.jp/shop_info/%E3%83%93%E3%83%83%E3%82%B0%E3%82%A8%E3%82%B3%E3%83%BC%E5%8D%8A%E7%94%B0%E5%BA%97/,https://maps.google.com/?cid=9577564954151544730,月曜日: 9時00分～2時00分,火曜日: 9時00分～2時00分,水曜日: 9時00分～2時00分,木曜日: 9時00分～2時00分,金曜日: 9時00分～5時00分,土曜日: 9時00分～5時00分,日曜日: 9時00分～2時00分,34.900472,136.924643
74,1,ChIJgzPFadRwA2ARP2Z0MoXePRQ,places/ChIJgzPFadRwA2ARP2Z0MoXePRQ,カラオケ館 錦本店,愛知県名古屋市中区錦３丁目１７−２０ Ｂ＆Ｖ名古屋ビル 名古屋,052-955-6011,https://karaokekan.jp/shop/detail/163,https://maps.google.com/?cid=1458566517996414527,月曜日: 9時00分～6時00分,火曜日: 9時00分～6時00分,水曜日: 9時00分～6時00分,木曜日: 9時00分～6時00分,金曜日: 9時00分～6時00分,土曜日: 9時00分～8時00分,日曜日: 9時00分～6時00分,35.170031,136.906069
75,1,ChIJTVIlE9NwA2AROs8qfw-HEtw,places/ChIJTVIlE9NwA2AROs8qfw-HEtw,カラオケ館 プリンセス大通り店,愛知県名古屋市中区栄３丁目９−１３ 名古屋栄B&Vビル,052-249-5477,https://karaokekan.jp/shop/detail/164,https://maps.google.com/?cid=15857885738552708922,月曜日: 13時00分～6時00分,火曜日: 13時00分～6時00分,水曜日: 13時00分～6時00分,木曜日: 13時00分～6時00分,金曜日: 13時00分～6時00分,土曜日: 11時00分～6時00分,日曜日: 11時00分～6時00分,35.167272,136.90455
76,2,ChIJDyVvGgt3A2ARyIl529Yy82Q,places/ChIJDyVvGgt3A2ARyIl529Yy82Q,カラオケ館 名駅３丁目店,愛知県名古屋市中村区名駅３丁目２６−２６ B&Vビル,052-589-8401,https://karaokekan.jp/shop/detail/167,https://maps.google.com/?cid=7274213721520048584,月曜日: 9時00分～6時00分,火曜日: 9時00分～6時00分,水曜日: 9時00分～6時00分,木曜日: 9時00分～6時00分,金曜日: 9時00分～6時00分,土曜日: 9時00分～6時00分,日曜日: 9時00分～6時00分,35.172565,136.885463
77,5,ChIJlxp4gUpjA2ARpRFxiwFny8U,places/ChIJlxp4gUpjA2ARpRFxiwFny8U,カラオケ館 名古屋鳴海店,愛知県名古屋市緑区篭山３丁目１０３,052-878-2151,https://karaokekan.jp/shop/detail/168,https://maps.google.com/?cid=14252598702076137893,月曜日: 9時00分～2時00分,火曜日: 9時00分～2時00分,水曜日: 9時00分～2時00分,木曜日: 9時00分～2時00分,金曜日: 9時00分～3時00分,土曜日: 9時00分～3時00分,日曜日: 9時00分～2時00分,35.081501,136.982716
78,8,ChIJRyGMpZloA2ARy59p3QMWyb8,places/ChIJRyGMpZloA2ARy59p3QMWyb8,カラオケ館 瀬戸店,愛知県瀬戸市共栄通２丁目２０,0561-21-1991,https://karaokekan.jp/shop/detail/172,https://maps.google.com/?cid=13819601137418477515,月曜日: 9時00分～2時00分,火曜日: 9時00分～2時00分,水曜日: 9時00分～2時00分,木曜日: 9時00分～2時00分,金曜日: 9時00分～4時00分,土曜日: 9時00分～4時00分,日曜日: 9時00分～2時00分,35.221538,137.08081
79,10,ChIJHSXwKeebBGARi-BTItR5gbk,places/ChIJHSXwKeebBGARi-BTItR5gbk,カラオケ館 安城緑町店,愛知県安城市緑町１丁目３８−１６,0566-72-1808,https://karaokekan.jp/shop/detail/170,https://maps.google.com/?cid=13367099121028292747,月曜日: 9時00分～2時00分,火曜日: 9時00分～2時00分,水曜日: 9時00分～2時00分,木曜日: 9時00分～2時00分,金曜日: 9時00分～4時00分,土曜日: 9時00分～4時00分,日曜日: 9時00分～2時00分,34.970402,137.053135
80,8,ChIJT__bOsygA2AR2BojP9H_6PI,places/ChIJT__bOsygA2AR2BojP9H_6PI,カラオケ時遊館 一宮駅前店,愛知県一宮市栄３丁目８−１５,0586-28-8611,https://www.jiyukan.com/shop/shop1576.html,https://maps.google.com/?cid=17503521225947945688,月曜日: 14時00分～2時00分,火曜日: 14時00分～2時00分,水曜日: 14時00分～2時00分,木曜日: 14時00分～2時00分,金曜日: 14時00分～3時00分,土曜日: 10時00分～4時00分,日曜日: 10時00分～2時00分,35.301934,136.799378
81,5,ChIJfYshRFtjA2ARR2P3fqfdxGQ,places/ChIJfYshRFtjA2ARR2P3fqfdxGQ,カラオケ コート・ダジュール 鳴海店,愛知県名古屋市緑区乗鞍１丁目３０５,052-879-6788,https://www.cotedazur.jp/branch/detail/10372.html,https://maps.google.com/?cid=7261172210687501127,月曜日: 9時00分～2時00分,火曜日: 9時00分～2時00分,水曜日: 9時00分～2時00分,木曜日: 9時00分～2時00分,金曜日: 9時00分～5時00分,土曜日: 9時00分～5時00分,日曜日: 9時00分～2時00分,35.096256,136.99435
82,10,ChIJodlxy06gBGARVmLafYObioo,places/ChIJodlxy06gBGARVmLafYObioo,カラオケ コート・ダジュール 豊田店,愛知県豊田市元宮町１丁目８,0565-37-3188,https://www.cotedazur.jp/branch/detail/10553.html,https://maps.google.com/?cid=9982962513074610774,月曜日: 9時00分～2時00分,火曜日: 9時00分～2時00分,水曜日: 9時00分～2時00分,木曜日: 9時00分～2時00分,金曜日: 9時00分～5時00分,土曜日: 9時00分～5時00分,日曜日: 9時00分～2時00分,35.075067,137.160502
83,10,ChIJ06qhQw-9BGAR7tajclsST8k,places/ChIJ06qhQw-9BGAR7tajclsST8k,カラオケ コート・ダジュール 岡崎南店,愛知県岡崎市戸崎町越舞１−１３,0564-59-4788,https://www.cotedazur.jp/branch/detail/10375.html,https://maps.google.com/?cid=14505833108758320878,月曜日: 9時00分～4時00分,火曜日: 9時00分～4時00分,水曜日: 9時00分～4時00分,木曜日: 9時00分～4時00分,金曜日: 9時00分～5時00分,土曜日: 9時00分～5時00分,日曜日: 9時00分～4時00分,34.932068,137.16449
84,10,ChIJ07OzkOmiBGARUU5Z7pXivmo,places/ChIJ07OzkOmiBGARUU5Z7pXivmo,カラオケ コート・ダジュール 岡崎大樹寺店,愛知県岡崎市大樹寺３丁目1−１,0564-65-3688,https://www.cotedazur.jp/branch/detail/10377.html,https://maps.google.com/?cid=7691834347172220497,月曜日: 9時00分～5時00分,火曜日: 9時00分～5時00分,水曜日: 9時00分～5時00分,木曜日: 9時00分～5時00分,金曜日: 9時00分～5時00分,土曜日: 9時00分～5時00分,日曜日: 9時00分～5時00分,34.981045,137.161566
85,12,ChIJTd7zxEuEBGAR9se_IKAUN2I,places/ChIJTd7zxEuEBGAR9se_IKAUN2I,カラオケ コート・ダジュール 半田店,愛知県半田市星崎町３丁目39−６２,0569-26-3988,https://www.cotedazur.jp/branch/detail/10373.html,https://maps.google.com/?cid=7077148017412786166,月曜日: 9時00分～5時00分,火曜日: 9時00分～5時00分,水曜日: 9時00分～5時00分,木曜日: 9時00分～5時00分,金曜日: 9時00分～5時00分,土曜日: 9時00分～5時00分,日曜日: 9時00分～5時00分,34.898108,136.925461
86,2,ChIJHTIXGud2A2ARa-A5Xlv6EJ4,places/ChIJHTIXGud2A2ARa-A5Xlv6EJ4,カラオケメガビッグ 名駅西口店,愛知県名古屋市中村区椿町１５−８,052-462-8600,https://megakara.jp/shop/0937/,https://maps.google.com/?cid=11389878727949803627,月曜日: 9時00分～5時00分,火曜日: 9時00分～5時00分,水曜日: 9時00分～5時00分,木曜日: 9時00分～5時00分,金曜日: 9時00分～6時00分,土曜日: 9時00分～6時00分,日曜日: 9時00分～5時00分,35.168705,136.881549
87,10,ChIJ8Vw6TuOdBGARJZ4eUiPoEpU,places/ChIJ8Vw6TuOdBGARJZ4eUiPoEpU,カラオケメガビッグ 知立駅前店,愛知県知立市新富２丁目 5番地,0566-93-5139,https://megakara.jp/shop/1379,https://maps.google.com/?cid=10741903299631291941,月曜日: 9時00分～5時00分,火曜日: 9時00分～5時00分,水曜日: 9時00分～5時00分,木曜日: 9時00分～5時00分,金曜日: 9時00分～5時00分,土曜日: 9時00分～5時00分,日曜日: 9時00分～5時00分,35.005657,137.041161
88,3,ChIJmame7-lxA2AREV_WZqOEEyA,places/ChIJmame7-lxA2AREV_WZqOEEyA,カラオケ CLUB DAM 大曽根駅前店,愛知県名古屋市北区大曽根３丁目１４−２９ リシェス大曽根 1F,052-325-5170,https://karaokeclub.jp/shop/%E3%82%AB%E3%83%A9%E3%82%AA%E3%82%B1%EF%BD%83%EF%BD%8C%EF%BD%95%EF%BD%82-%EF%BD%84%EF%BD%81%EF%BD%8D%E5%A4%A7%E6%9B%BD%E6%A0%B9%E9%A7%85%E5%89%8D%E5%BA%97/,https://maps.google.com/?cid=2311336871111057169,月曜日: 10時00分～5時00分,火曜日: 10時00分～5時00分,水曜日: 10時00分～5時00分,木曜日: 10時00分～5時00分,金曜日: 10時00分～6時00分,土曜日: 10時00分～6時00分,日曜日: 10時00分～5時00分,35.191977,136.936005
89,7,ChIJeQ9PCX1iA2ARN_8eGuiVdRg,places/ChIJeQ9PCX1iA2ARN_8eGuiVdRg,カラオケ CLUB DAM 豊明店,愛知県豊明市大久伝町南４−３,0562-91-3020,https://karaokeclub.jp/shop/%E3%82%AB%E3%83%A9%E3%82%AA%E3%82%B1%EF%BD%83%EF%BD%8C%EF%BD%95%EF%BD%82-%EF%BD%84%EF%BD%81%EF%BD%8D%E8%B1%8A%E6%98%8E%E5%BA%97/,https://maps.google.com/?cid=1762479653288607543,月曜日: 9時00分～2時00分,火曜日: 9時00分～2時00分,水曜日: 9時00分～2時00分,木曜日: 9時00分～2時00分,金曜日: 9時00分～5時00分,土曜日: 9時00分～5時00分,日曜日: 9時00分～2時00分,35.051157,137.020927
90,8,ChIJk9LG-8ygA2ARD9rpCs7GoXg,places/ChIJk9LG-8ygA2ARD9rpCs7GoXg,カラオケ CLUB DAM Resort 一宮駅前店,愛知県一宮市栄３丁目３−６,0586-64-6767,https://karaokeclub.jp/shop/%E3%82%AB%E3%83%A9%E3%82%AA%E3%82%B1%EF%BD%83%EF%BD%8C%EF%BD%95%EF%BD%82-%EF%BD%84%EF%BD%81%EF%BD%8D-resort%E4%B8%80%E5%AE%AE%E9%A7%85%E5%89%8D%E5%BA%97/,https://maps.google.com/?cid=8692447344050428431,月曜日: 定休日,火曜日: 定休日,水曜日: 11時00分～23時00分,木曜日: 11時00分～23時00分,金曜日: 11時00分～2時00分,土曜日: 11時00分～2時00分,日曜日: 11時00分～23時00分,35.303772,136.79907
91,1,ChIJ79TSY9RwA2AR4Wfe1JACmH8,places/ChIJ79TSY9RwA2AR4Wfe1JACmH8,カラオケJOYJOY 栄錦通店,愛知県名古屋市中区錦３丁目２４−24番1号,052-953-7888,https://www.joyjoy.co.jp/store/view/Sakae-Nishiki-Dori,https://maps.google.com/?cid=9194101460346759137,月曜日: 24 時間営業,火曜日: 24 時間営業,水曜日: 24 時間営業,木曜日: 24 時間営業,金曜日: 24 時間営業,土曜日: 24 時間営業,日曜日: 24 時間営業,35.169652,136.905765
92,2,ChIJ6-Khy952A2ARcAbgtS5LiI4,places/ChIJ6-Khy952A2ARcAbgtS5LiI4,カラオケJOYJOY 名駅錦通店,愛知県名古屋市中村区名駅４丁目２５−２２,052-583-1113,https://www.joyjoy.co.jp/store/view/Meieki-Nishiki-Dori,https://maps.google.com/?cid=10270541614210352752,"月曜日: 0時00分～6時00分, 10時00分～6時00分",火曜日: 10時00分～6時00分,水曜日: 10時00分～6時00分,木曜日: 10時00分～6時00分,金曜日: 10時00分～0時00分,土曜日: 24 時間営業,日曜日: 24 時間営業,35.168807,136.888162
